TimePeriod,,GeoID,GeoRank,Geography,10th percentile ppb,90th percentile ppb,Mean,Indicator,IndicatorID
Annual Average 2017,,503,4,Willowbrook,11.3,16.6,13.9,NO2,375
Annual Average 2017,,504,4,South Beach - Tottenville,9.6,13.6,11.7,NO2,375
Annual Average 2017,,101,3,Kingsbridge - Riverdale,14.8,20.5,17.3,NO2,375
Annual Average 2017,,102,3,Northeast Bronx,17.6,20,18.9,NO2,375
Annual Average 2017,,103,3,Fordham - Bronx Pk,15.5,21.8,19.1,NO2,375
Annual Average 2017,,104,3,Pelham - Throgs Neck,15.9,21.1,18.7,NO2,375
Annual Average 2017,,201,3,Greenpoint,19.7,22.7,21.2,NO2,375
Annual Average 2017,,202,3,Downtown - Heights - Slope,19,22.9,21.1,NO2,375
Annual Average 2017,,203,3,Bedford Stuyvesant - Crown Heights,19.1,21.2,20.1,NO2,375
Annual Average 2017,,204,3,East New York,15.7,19.8,18.3,NO2,375
Annual Average 2017,,205,3,Sunset Park,15.5,21.3,18.9,NO2,375
Annual Average 2017,,206,3,Borough Park,17.6,19.9,18.8,NO2,375
Annual Average 2017,,207,3,East Flatbush - Flatbush,17.5,20.4,18.8,NO2,375
Annual Average 2017,,208,3,Canarsie - Flatlands,11.3,18.3,15.6,NO2,375
Annual Average 2017,,209,3,Bensonhurst - Bay Ridge,14.7,19.8,17.7,NO2,375
Annual Average 2017,,210,3,Coney Island - Sheepshead Bay,13.7,17.9,16.1,NO2,375
Annual Average 2017,,211,3,Williamsburg - Bushwick,20,21.4,20.7,NO2,375
Annual Average 2017,,301,3,Washington Heights,17.4,23.1,20.6,NO2,375
Annual Average 2017,,302,3,Central Harlem - Morningside Heights,21,24,22.6,NO2,375
Annual Average 2017,,303,3,East Harlem,20.5,23.6,22.4,NO2,375
Annual Average 2017,,304,3,Upper West Side,21.6,24.8,23.4,NO2,375
Annual Average 2017,,401,3,Long Island City - Astoria,19.3,22.1,21,NO2,375
Annual Average 2017,,402,3,West Queens,19.2,21.7,20.6,NO2,375
Annual Average 2017,,403,3,Flushing - Clearview,16.7,20.2,18.5,NO2,375
Annual Average 2017,,405,3,Ridgewood - Forest Hills,15.7,20.9,18.6,NO2,375
Annual Average 2017,,407,3,Southwest Queens,16.4,19.4,17.9,NO2,375
Annual Average 2017,,408,3,Jamaica,16.1,19.5,17.7,NO2,375
Annual Average 2017,,409,3,Southeast Queens,14.9,17.9,16.4,NO2,375
Annual Average 2017,,410,3,Rockaways,10.4,14.3,12.7,NO2,375
Annual Average 2017,,305307,3,Upper East Side-Gramercy,22.6,32.7,27.5,NO2,375
Annual Average 2017,,306308,3,Chelsea-Village  ,23.8,32.3,27.5,NO2,375
Annual Average 2017,,309310,3,Union Square-Lower Manhattan,21.1,27.5,24.7,NO2,375
Annual Average 2017,,404406,3,Bayside Little Neck-Fresh Meadows,14.5,19.2,17.2,NO2,375
Annual Average 2017,,501502,3,Northern SI,12,18,15.4,NO2,375
Annual Average 2017,,503504,3,Southern SI,10,15.2,12.5,NO2,375
Annual Average 2017,,105106107,3,South Bronx,18.6,22.6,21,NO2,375
Annual Average 2017,,1,1,Bronx,16.2,21.9,19.4,NO2,375
Annual Average 2017,,2,1,Brooklyn,15,21.3,18.5,NO2,375
Annual Average 2017,,3,1,Manhattan,20.4,30.1,24.6,NO2,375
Annual Average 2017,,4,1,Queens,14.4,21,17.8,NO2,375
Annual Average 2017,,5,1,Staten Island,10.4,17.1,13.4,NO2,375
Annual Average 2017,,1,0,New York City,12.4,21.8,17.8,NO2,375
Summer 2017,,101,6,Financial District (CD1),21.1,24.7,23,NO2,375
Summer 2017,,102,6,Greenwich Village and Soho (CD2),19.8,24.1,22.4,NO2,375
Summer 2017,,103,6,Lower East Side and Chinatown (CD3),16.1,23.5,19.9,NO2,375
Summer 2017,,104,6,Clinton and Chelsea (CD4),19.5,28.1,23.8,NO2,375
Summer 2017,,105,6,Midtown (CD5),27.4,33.9,30.8,NO2,375
Summer 2017,,106,6,Stuyvesant Town and Turtle Bay (CD6),20.5,31.2,26.2,NO2,375
Summer 2017,,107,6,Upper West Side (CD7),18,21.5,20,NO2,375
Summer 2017,,108,6,Upper East Side (CD8),16.6,26.5,22,NO2,375
Summer 2017,,109,6,Morningside Heights and Hamilton Heights (CD9),17.2,19.9,18.8,NO2,375
Summer 2017,,110,6,Central Harlem (CD10),17.2,20.6,19,NO2,375
Summer 2017,,111,6,East Harlem (CD11),16.5,19.9,18.5,NO2,375
Summer 2017,,112,6,Washington Heights and Inwood (CD12),12.6,19.4,16.2,NO2,375
Summer 2017,,201,6,Mott Haven and Melrose (CD1),15.8,17.9,17,NO2,375
Summer 2017,,202,6,Hunts Point and Longwood (CD2),12.8,18.1,15.7,NO2,375
Summer 2017,,203,6,Morrisania and Crotona (CD3),14.9,17.8,16.6,NO2,375
Summer 2017,,204,6,Highbridge and Concourse (CD4),16.6,19.2,17.9,NO2,375
Summer 2017,,205,6,Fordham and University Heights (CD5),16.4,19.6,18.2,NO2,375
Summer 2017,,206,6,Belmont and East Tremont (CD6),14.4,18.1,16.6,NO2,375
Summer 2017,,207,6,Kingsbridge Heights and Bedford (CD7),14.6,18,16.2,NO2,375
Summer 2017,,208,6,Riverdale and Fieldston (CD8),10.4,16.5,13,NO2,375
Summer 2017,,209,6,Parkchester and Soundview (CD9),11.3,17.6,15,NO2,375
Summer 2017,,210,6,Throgs Neck and Co-op City (CD10),10.3,16.3,13.5,NO2,375
Summer 2017,,211,6,Morris Park and Bronxdale (CD11),13.2,15.5,14.4,NO2,375
Summer 2017,,212,6,Williamsbridge and Baychester (CD12),11.4,15.4,13.8,NO2,375
Summer 2017,,301,6,Greenpoint and Williamsburg (CD1),14.8,18,16.3,NO2,375
Summer 2017,,302,6,Fort Greene and Brooklyn Heights (CD2),15.5,19.6,17.3,NO2,375
Summer 2017,,303,6,Bedford Stuyvesant (CD3),14.6,16.8,15.7,NO2,375
Summer 2017,,304,6,Bushwick (CD4),12,16,14.7,NO2,375
Summer 2017,,305,6,East New York and Starrett City (CD5),9.4,15.2,13,NO2,375
Summer 2017,,306,6,Park Slope and Carroll Gardens (CD6),13.6,17.8,16,NO2,375
Summer 2017,,307,6,Sunset Park (CD7),10.4,17,14.2,NO2,375
Summer 2017,,308,6,Crown Heights and Prospect Heights (CD8),14.6,16.9,15.7,NO2,375
Summer 2017,,309,6,South Crown Heights and Lefferts Gardens (CD9),14,15.8,15,NO2,375
Summer 2017,,310,6,Bay Ridge and Dyker Heights (CD10),10.1,15.9,13.5,NO2,375
Summer 2017,,311,6,Bensonhurst (CD11),11.7,13.9,13,NO2,375
Summer 2017,,312,6,Borough Park (CD12),12.5,15.2,14,NO2,375
Summer 2017,,313,6,Coney Island (CD13),7.5,11.4,9.7,NO2,375
Summer 2017,,314,6,Flatbush and Midwood (CD14),12.1,14.8,13.2,NO2,375
Summer 2017,,315,6,Sheepshead Bay (CD15),8.2,12.8,11,NO2,375
Summer 2017,,316,6,Brownsville (CD16),13.3,15,14.3,NO2,375
Summer 2017,,317,6,East Flatbush (CD17),12.2,15.5,13.8,NO2,375
Summer 2017,,318,6,Flatlands and Canarsie (CD18),5.6,13,10.3,NO2,375
Summer 2017,,401,6,Long Island City and Astoria (CD1),13.1,17.3,15.4,NO2,375
Summer 2017,,402,6,Woodside and Sunnyside (CD2),13.8,17.4,15.9,NO2,375
Summer 2017,,403,6,Jackson Heights (CD3),14.4,16.8,15.7,NO2,375
Summer 2017,,404,6,Elmhurst and Corona (CD4),15.6,18,16.7,NO2,375
Summer 2017,,405,6,Ridgewood and Maspeth (CD5),10.2,16,13.8,NO2,375
Summer 2017,,406,6,Rego Park and Forest Hills (CD6),12.4,17.4,14.9,NO2,375
Summer 2017,,407,6,Flushing and Whitestone (CD7),11.8,15.9,13.9,NO2,375
Summer 2017,,408,6,Hillcrest and Fresh Meadows (CD8),11,15.1,13.5,NO2,375
Summer 2017,,409,6,Kew Gardens and Woodhaven (CD9),12.8,15.5,14.2,NO2,375
Summer 2017,,410,6,South Ozone Park and Howard Beach (CD10),10.3,14.5,12.8,NO2,375
Summer 2017,,411,6,Bayside and Little Neck (CD11),10.1,15.2,12.9,NO2,375
Summer 2017,,412,6,Jamaica and Hollis (CD12),12.6,15.7,13.8,NO2,375
Summer 2017,,413,6,Queens Village (CD13),11,14.1,12.6,NO2,375
Summer 2017,,414,6,Rockaway and Broad Channel (CD14),5,9.9,7.7,NO2,375
Summer 2017,,501,6,St. George and Stapleton (CD1),10.1,14.4,12.5,NO2,375
Summer 2017,,502,6,South Beach and Willowbrook (CD2),6.6,11.9,9.2,NO2,375
Summer 2017,,503,6,Tottenville and Great Kills (CD3),5.5,9.8,7.8,NO2,375
Summer 2017,,101,4,Kingsbridge - Riverdale,10.4,16.6,13,NO2,375
Summer 2017,,102,4,Northeast Bronx,13,15.7,14.4,NO2,375
Summer 2017,,103,4,Fordham - Bronx Pk,11,17.9,14.9,NO2,375
Summer 2017,,104,4,Pelham - Throgs Neck,11,16.8,14.1,NO2,375
Summer 2017,,105,4,Crotona -Tremont,15.1,19,17.1,NO2,375
Summer 2017,,106,4,High Bridge - Morrisania,16.5,19,17.7,NO2,375
Summer 2017,,107,4,Hunts Point - Mott Haven,12.9,17.9,15.8,NO2,375
Summer 2017,,201,4,Greenpoint,14.6,18.2,16.4,NO2,375
Summer 2017,,202,4,Downtown - Heights - Slope,14.2,18.9,16.6,NO2,375
Summer 2017,,203,4,Bedford Stuyvesant - Crown Heights,14,16.5,15.2,NO2,375
Summer 2017,,204,4,East New York,10.5,15.2,13.4,NO2,375
Summer 2017,,205,4,Sunset Park,10.4,16.9,14.1,NO2,375
Summer 2017,,206,4,Borough Park,12.4,15,13.8,NO2,375
Summer 2017,,207,4,East Flatbush - Flatbush,12.2,15.5,13.8,NO2,375
Summer 2017,,208,4,Canarsie - Flatlands,5.7,13.1,10.3,NO2,375
Summer 2017,,209,4,Bensonhurst - Bay Ridge,9.6,15.2,12.8,NO2,375
Summer 2017,,210,4,Coney Island - Sheepshead Bay,8.1,12.7,10.7,NO2,375
Summer 2017,,211,4,Williamsburg - Bushwick,14.9,16.5,15.7,NO2,375
Summer 2017,,301,4,Washington Heights,13.2,19.5,16.7,NO2,375
Summer 2017,,302,4,Central Harlem - Morningside Heights,17.2,20.4,18.9,NO2,375
Summer 2017,,303,4,East Harlem,16.4,19.9,18.6,NO2,375
Summer 2017,,304,4,Upper West Side,18,21.5,20,NO2,375
Summer 2017,,305,4,Upper East Side,16.6,26,21.9,NO2,375
Summer 2017,,306,4,Chelsea - Clinton,20.3,32.4,26.2,NO2,375
Summer 2017,,307,4,Gramercy Park - Murray Hill,23.5,33,28.6,NO2,375
Summer 2017,,308,4,Greenwich Village - SoHo,19.9,24.1,22.4,NO2,375
Summer 2017,,309,4,Union Square - Lower East Side,16.3,25,20.6,NO2,375
Summer 2017,,310,4,Lower Manhattan,21,24.7,22.9,NO2,375
Summer 2017,,401,4,Long Island City - Astoria,14.4,17.4,16.2,NO2,375
Summer 2017,,402,4,West Queens,14.2,17.1,15.8,NO2,375
Summer 2017,,403,4,Flushing - Clearview,12,15.8,13.9,NO2,375
Summer 2017,,404,4,Bayside - Little Neck,9.9,15.2,12.6,NO2,375
Summer 2017,,405,4,Ridgewood - Forest Hills,10.7,16.2,13.8,NO2,375
Summer 2017,,406,4,Fresh Meadows,12.1,15.3,13.8,NO2,375
Summer 2017,,407,4,Southwest Queens,11.5,15,13.3,NO2,375
Summer 2017,,408,4,Jamaica,12,15.5,13.7,NO2,375
Summer 2017,,409,4,Southeast Queens,11,14.1,12.6,NO2,375
Summer 2017,,410,4,Rockaways,5.2,9.9,7.8,NO2,375
Summer 2017,,501,4,Port Richmond,11.3,14.7,13.3,NO2,375
Summer 2017,,502,4,Stapleton - St. George,7.2,13,10.3,NO2,375
Summer 2017,,503,4,Willowbrook,7.4,12.9,10.2,NO2,375
Summer 2017,,504,4,South Beach - Tottenville,5.6,9.8,7.8,NO2,375
Summer 2017,,101,3,Kingsbridge - Riverdale,10.4,16.6,13,NO2,375
Summer 2017,,102,3,Northeast Bronx,13,15.7,14.4,NO2,375
Summer 2017,,103,3,Fordham - Bronx Pk,11,17.9,14.9,NO2,375
Summer 2017,,104,3,Pelham - Throgs Neck,11,16.8,14.1,NO2,375
Summer 2017,,201,3,Greenpoint,14.6,18.2,16.4,NO2,375
Summer 2017,,202,3,Downtown - Heights - Slope,14.2,18.9,16.6,NO2,375
Summer 2017,,203,3,Bedford Stuyvesant - Crown Heights,14,16.5,15.2,NO2,375
Summer 2017,,204,3,East New York,10.5,15.2,13.4,NO2,375
Summer 2017,,205,3,Sunset Park,10.4,16.9,14.1,NO2,375
Summer 2017,,206,3,Borough Park,12.4,15,13.8,NO2,375
Summer 2017,,207,3,East Flatbush - Flatbush,12.2,15.5,13.8,NO2,375
Summer 2017,,208,3,Canarsie - Flatlands,5.7,13.1,10.3,NO2,375
Summer 2017,,209,3,Bensonhurst - Bay Ridge,9.6,15.2,12.8,NO2,375
Summer 2017,,210,3,Coney Island - Sheepshead Bay,8.1,12.7,10.7,NO2,375
Summer 2017,,211,3,Williamsburg - Bushwick,14.9,16.5,15.7,NO2,375
Summer 2017,,301,3,Washington Heights,13.2,19.5,16.7,NO2,375
Summer 2017,,302,3,Central Harlem - Morningside Heights,17.2,20.4,18.9,NO2,375
Summer 2017,,303,3,East Harlem,16.4,19.9,18.6,NO2,375
Summer 2017,,304,3,Upper West Side,18,21.5,20,NO2,375
Summer 2017,,401,3,Long Island City - Astoria,14.4,17.4,16.2,NO2,375
Summer 2017,,402,3,West Queens,14.2,17.1,15.8,NO2,375
Summer 2017,,403,3,Flushing - Clearview,12,15.8,13.9,NO2,375
Summer 2017,,405,3,Ridgewood - Forest Hills,10.7,16.2,13.8,NO2,375
Summer 2017,,407,3,Southwest Queens,11.5,15,13.3,NO2,375
Summer 2017,,408,3,Jamaica,12,15.5,13.7,NO2,375
Summer 2017,,409,3,Southeast Queens,11,14.1,12.6,NO2,375
Summer 2017,,410,3,Rockaways,5.2,9.9,7.8,NO2,375
Summer 2017,,305307,3,Upper East Side-Gramercy,19,31.7,25,NO2,375
Summer 2017,,306308,3,Chelsea-Village  ,20.1,31.3,24.9,NO2,375
Summer 2017,,309310,3,Union Square-Lower Manhattan,16.8,24.8,21.3,NO2,375
Summer 2017,,404406,3,Bayside Little Neck-Fresh Meadows,10.3,15.2,13.1,NO2,375
Summer 2017,,501502,3,Northern SI,7.6,14.2,11.3,NO2,375
Summer 2017,,503504,3,Southern SI,6.1,11.5,8.6,NO2,375
Summer 2017,,105106107,3,South Bronx,13.9,18.7,16.8,NO2,375
Summer 2017,,1,1,Bronx,11.5,17.9,15,NO2,375
Summer 2017,,2,1,Brooklyn,9.6,16.6,13.4,NO2,375
Summer 2017,,3,1,Manhattan,16.3,28.2,21.3,NO2,375
Summer 2017,,4,1,Queens,10,16.4,13.4,NO2,375
Summer 2017,,5,1,Staten Island,6.4,13.2,9.4,NO2,375
Summer 2017,,1,0,New York City,8.2,17.4,13.4,NO2,375
Winter 2016,17,101,6,Financial District (CD1),28.6,31.8,30.4,NO2,375
Winter 2016,17,102,6,Greenwich Village and Soho (CD2),28.2,31.5,30.2,NO2,375
Winter 2016,17,103,6,Lower East Side and Chinatown (CD3),25.6,31,28.4,NO2,375
Winter 2016,17,104,6,Clinton and Chelsea (CD4),27.9,34.5,31.2,NO2,375
Winter 2016,17,105,6,Midtown (CD5),33.9,38.4,36.3,NO2,375
Winter 2016,17,106,6,Stuyvesant Town and Turtle Bay (CD6),28.8,36.5,32.9,NO2,375
Winter 2016,17,107,6,Upper West Side (CD7),27,29.8,28.6,NO2,375
Winter 2016,17,108,6,Upper East Side (CD8),25.8,33.4,30.3,NO2,375
Winter 2016,17,109,6,Morningside Heights and Hamilton Heights (CD9),26.8,29.1,28.2,NO2,375
Winter 2016,17,110,6,Central Harlem (CD10),27.1,30,28.7,NO2,375
Winter 2016,17,111,6,East Harlem (CD11),26.4,29.1,28,NO2,375
Winter 2016,17,112,6,Washington Heights and Inwood (CD12),23.6,29,26.5,NO2,375
Winter 2016,17,201,6,Mott Haven and Melrose (CD1),26.6,28.2,27.5,NO2,375
Winter 2016,17,202,6,Hunts Point and Longwood (CD2),24.7,28.6,27,NO2,375
Winter 2016,17,203,6,Morrisania and Crotona (CD3),25.9,28.4,27.5,NO2,375
Winter 2016,17,204,6,Highbridge and Concourse (CD4),26.8,29.2,28,NO2,375
Winter 2016,17,205,6,Fordham and University Heights (CD5),26.5,29.4,28.4,NO2,375
Winter 2016,17,206,6,Belmont and East Tremont (CD6),25.9,28.6,27.5,NO2,375
Winter 2016,17,207,6,Kingsbridge Heights and Bedford (CD7),26,28.7,27.3,NO2,375
Winter 2016,17,208,6,Riverdale and Fieldston (CD8),22,27.2,24.3,NO2,375
Winter 2016,17,209,6,Parkchester and Soundview (CD9),23.4,28.3,26.4,NO2,375
Winter 2016,17,210,6,Throgs Neck and Co-op City (CD10),22.5,27.5,25.4,NO2,375
Winter 2016,17,211,6,Morris Park and Bronxdale (CD11),25.4,27.4,26.5,NO2,375
Winter 2016,17,212,6,Williamsbridge and Baychester (CD12),23.2,27.3,25.9,NO2,375
Winter 2016,17,301,6,Greenpoint and Williamsburg (CD1),25.6,27.8,26.8,NO2,375
Winter 2016,17,302,6,Fort Greene and Brooklyn Heights (CD2),25.3,28.2,26.7,NO2,375
Winter 2016,17,303,6,Bedford Stuyvesant (CD3),25.8,27.1,26.4,NO2,375
Winter 2016,17,304,6,Bushwick (CD4),23.6,27,25.9,NO2,375
Winter 2016,17,305,6,East New York and Starrett City (CD5),21.6,26.1,24.6,NO2,375
Winter 2016,17,306,6,Park Slope and Carroll Gardens (CD6),23.8,27,25.8,NO2,375
Winter 2016,17,307,6,Sunset Park (CD7),21.1,26.5,24.4,NO2,375
Winter 2016,17,308,6,Crown Heights and Prospect Heights (CD8),25.7,27.2,26.4,NO2,375
Winter 2016,17,309,6,South Crown Heights and Lefferts Gardens (CD9),25.2,26.6,26,NO2,375
Winter 2016,17,310,6,Bay Ridge and Dyker Heights (CD10),21,25.7,23.9,NO2,375
Winter 2016,17,311,6,Bensonhurst (CD11),23.4,25.3,24.6,NO2,375
Winter 2016,17,312,6,Borough Park (CD12),24.2,26,25.2,NO2,375
Winter 2016,17,313,6,Coney Island (CD13),20.1,23.8,22.2,NO2,375
Winter 2016,17,314,6,Flatbush and Midwood (CD14),23.9,25.7,24.7,NO2,375
Winter 2016,17,315,6,Sheepshead Bay (CD15),21.5,24.8,23.6,NO2,375
Winter 2016,17,316,6,Brownsville (CD16),25,26.2,25.7,NO2,375
Winter 2016,17,317,6,East Flatbush (CD17),24.2,26.5,25.3,NO2,375
Winter 2016,17,318,6,Flatlands and Canarsie (CD18),18.8,25,22.8,NO2,375
Winter 2016,17,401,6,Long Island City and Astoria (CD1),24.6,28,26.5,NO2,375
Winter 2016,17,402,6,Woodside and Sunnyside (CD2),24.7,27.7,26.5,NO2,375
Winter 2016,17,403,6,Jackson Heights (CD3),25.9,27.8,27,NO2,375
Winter 2016,17,404,6,Elmhurst and Corona (CD4),26.8,28.3,27.6,NO2,375
Winter 2016,17,405,6,Ridgewood and Maspeth (CD5),22,27,25.1,NO2,375
Winter 2016,17,406,6,Rego Park and Forest Hills (CD6),23.7,27.8,25.8,NO2,375
Winter 2016,17,407,6,Flushing and Whitestone (CD7),23.6,26.9,25.4,NO2,375
Winter 2016,17,408,6,Hillcrest and Fresh Meadows (CD8),22.2,25.9,24.5,NO2,375
Winter 2016,17,409,6,Kew Gardens and Woodhaven (CD9),24.1,26.4,25.5,NO2,375
Winter 2016,17,410,6,South Ozone Park and Howard Beach (CD10),22.5,25.8,24.4,NO2,375
Winter 2016,17,411,6,Bayside and Little Neck (CD11),21.9,26,24.1,NO2,375
Winter 2016,17,412,6,Jamaica and Hollis (CD12),23.9,26.6,25,NO2,375
Winter 2016,17,413,6,Queens Village (CD13),22.7,25.4,24.1,NO2,375
Winter 2016,17,414,6,Rockaway and Broad Channel (CD14),18.4,22.7,20.9,NO2,375
Winter 2016,17,501,6,St. George and Stapleton (CD1),18.9,22.8,21.2,NO2,375
Winter 2016,17,502,6,South Beach and Willowbrook (CD2),16.4,20.8,18.4,NO2,375
Winter 2016,17,503,6,Tottenville and Great Kills (CD3),15.6,19.3,17.5,NO2,375
Winter 2016,17,101,4,Kingsbridge - Riverdale,22,27.2,24.3,NO2,375
Winter 2016,17,102,4,Northeast Bronx,25.3,27.3,26.4,NO2,375
Winter 2016,17,103,4,Fordham - Bronx Pk,22.9,28.7,26.3,NO2,375
Winter 2016,17,104,4,Pelham - Throgs Neck,23.2,27.8,25.9,NO2,375
Winter 2016,17,105,4,Crotona -Tremont,26,29.1,27.7,NO2,375
Winter 2016,17,106,4,High Bridge - Morrisania,27,29.1,28,NO2,375
Winter 2016,17,107,4,Hunts Point - Mott Haven,24.7,28.5,27,NO2,375
Winter 2016,17,201,4,Greenpoint,25.5,27.9,26.7,NO2,375
Winter 2016,17,202,4,Downtown - Heights - Slope,24.4,27.7,26.3,NO2,375
Winter 2016,17,203,4,Bedford Stuyvesant - Crown Heights,25.5,26.9,26.2,NO2,375
Winter 2016,17,204,4,East New York,22.4,26.1,24.9,NO2,375
Winter 2016,17,205,4,Sunset Park,21.2,26.4,24.3,NO2,375
Winter 2016,17,206,4,Borough Park,24.1,25.9,25,NO2,375
Winter 2016,17,207,4,East Flatbush - Flatbush,24.1,26.4,25.2,NO2,375
Winter 2016,17,208,4,Canarsie - Flatlands,18.8,25,22.8,NO2,375
Winter 2016,17,209,4,Bensonhurst - Bay Ridge,21,25.4,23.8,NO2,375
Winter 2016,17,210,4,Coney Island - Sheepshead Bay,21.1,24.8,23.2,NO2,375
Winter 2016,17,211,4,Williamsburg - Bushwick,26.1,27.1,26.6,NO2,375
Winter 2016,17,301,4,Washington Heights,24,29,26.8,NO2,375
Winter 2016,17,302,4,Central Harlem - Morningside Heights,27,29.8,28.5,NO2,375
Winter 2016,17,303,4,East Harlem,26.3,29.1,28.1,NO2,375
Winter 2016,17,304,4,Upper West Side,27,29.8,28.6,NO2,375
Winter 2016,17,305,4,Upper East Side,25.8,33.2,30.2,NO2,375
Winter 2016,17,306,4,Chelsea - Clinton,28.6,37.4,32.9,NO2,375
Winter 2016,17,307,4,Gramercy Park - Murray Hill,30.9,37.8,34.7,NO2,375
Winter 2016,17,308,4,Greenwich Village - SoHo,28.2,31.4,30.1,NO2,375
Winter 2016,17,309,4,Union Square - Lower East Side,25.8,32.2,29,NO2,375
Winter 2016,17,310,4,Lower Manhattan,28.6,31.8,30.2,NO2,375
Winter 2016,17,401,4,Long Island City - Astoria,25.3,28.1,26.9,NO2,375
Winter 2016,17,402,4,West Queens,25.4,27.8,26.8,NO2,375
Winter 2016,17,403,4,Flushing - Clearview,23.9,26.9,25.5,NO2,375
Winter 2016,17,404,4,Bayside - Little Neck,21.7,25.9,23.8,NO2,375
Winter 2016,17,405,4,Ridgewood - Forest Hills,22.3,27.2,25.1,NO2,375
Winter 2016,17,406,4,Fresh Meadows,23.4,25.9,24.9,NO2,375
Winter 2016,17,407,4,Southwest Queens,23.4,26.1,24.9,NO2,375
Winter 2016,17,408,4,Jamaica,23.3,26.4,24.8,NO2,375
Winter 2016,17,409,4,Southeast Queens,22.5,25.4,24,NO2,375
Winter 2016,17,410,4,Rockaways,18.6,22.7,21.1,NO2,375
Winter 2016,17,501,4,Port Richmond,19.1,22.9,21.5,NO2,375
Winter 2016,17,502,4,Stapleton - St. George,17.1,22.4,19.9,NO2,375
Winter 2016,17,503,4,Willowbrook,16.5,21.4,18.8,NO2,375
Winter 2016,17,504,4,South Beach - Tottenville,15.6,19.3,17.5,NO2,375
Winter 2016,17,101,3,Kingsbridge - Riverdale,22,27.2,24.3,NO2,375
Winter 2016,17,102,3,Northeast Bronx,25.3,27.3,26.4,NO2,375
Winter 2016,17,103,3,Fordham - Bronx Pk,22.9,28.7,26.3,NO2,375
Winter 2016,17,104,3,Pelham - Throgs Neck,23.2,27.8,25.9,NO2,375
Winter 2016,17,201,3,Greenpoint,25.5,27.9,26.7,NO2,375
Winter 2016,17,202,3,Downtown - Heights - Slope,24.4,27.7,26.3,NO2,375
Winter 2016,17,203,3,Bedford Stuyvesant - Crown Heights,25.5,26.9,26.2,NO2,375
Winter 2016,17,204,3,East New York,22.4,26.1,24.9,NO2,375
Winter 2016,17,205,3,Sunset Park,21.2,26.4,24.3,NO2,375
Winter 2016,17,206,3,Borough Park,24.1,25.9,25,NO2,375
Winter 2016,17,207,3,East Flatbush - Flatbush,24.1,26.4,25.2,NO2,375
Winter 2016,17,208,3,Canarsie - Flatlands,18.8,25,22.8,NO2,375
Winter 2016,17,209,3,Bensonhurst - Bay Ridge,21,25.4,23.8,NO2,375
Winter 2016,17,210,3,Coney Island - Sheepshead Bay,21.1,24.8,23.2,NO2,375
Winter 2016,17,211,3,Williamsburg - Bushwick,26.1,27.1,26.6,NO2,375
Winter 2016,17,301,3,Washington Heights,24,29,26.8,NO2,375
Winter 2016,17,302,3,Central Harlem - Morningside Heights,27,29.8,28.5,NO2,375
Winter 2016,17,303,3,East Harlem,26.3,29.1,28.1,NO2,375
Winter 2016,17,304,3,Upper West Side,27,29.8,28.6,NO2,375
Winter 2016,17,401,3,Long Island City - Astoria,25.3,28.1,26.9,NO2,375
Winter 2016,17,402,3,West Queens,25.4,27.8,26.8,NO2,375
Winter 2016,17,403,3,Flushing - Clearview,23.9,26.9,25.5,NO2,375
Winter 2016,17,405,3,Ridgewood - Forest Hills,22.3,27.2,25.1,NO2,375
Winter 2016,17,407,3,Southwest Queens,23.4,26.1,24.9,NO2,375
Winter 2016,17,408,3,Jamaica,23.3,26.4,24.8,NO2,375
Winter 2016,17,409,3,Southeast Queens,22.5,25.4,24,NO2,375
Winter 2016,17,410,3,Rockaways,18.6,22.7,21.1,NO2,375
Winter 2016,17,305307,3,Upper East Side-Gramercy,28,36.9,32.3,NO2,375
Winter 2016,17,306308,3,Chelsea-Village  ,28.4,36.6,32,NO2,375
Winter 2016,17,309310,3,Union Square-Lower Manhattan,26.2,32,29.4,NO2,375
Winter 2016,17,404406,3,Bayside Little Neck-Fresh Meadows,21.9,25.9,24.3,NO2,375
Winter 2016,17,501502,3,Northern SI,17.6,22.7,20.5,NO2,375
Winter 2016,17,503504,3,Southern SI,15.9,20.3,18,NO2,375
Winter 2016,17,105106107,3,South Bronx,25.4,28.9,27.5,NO2,375
Winter 2016,17,1,1,Bronx,23.5,28.4,26.4,NO2,375
Winter 2016,17,2,1,Brooklyn,21.9,26.8,24.7,NO2,375
Winter 2016,17,3,1,Manhattan,26.4,34.5,29.7,NO2,375
Winter 2016,17,4,1,Queens,22.1,27.2,24.8,NO2,375
Winter 2016,17,5,1,Staten Island,16.1,22,18.7,NO2,375
Winter 2016,17,1,0,New York City,18.3,27.8,24.1,NO2,375
Annual Average 2016,,101,6,Financial District (CD1),24.6,27.6,26.3,NO2,375
Annual Average 2016,,102,6,Greenwich Village and Soho (CD2),23.9,27.3,25.9,NO2,375
Annual Average 2016,,103,6,Lower East Side and Chinatown (CD3),20.9,27,24,NO2,375
Annual Average 2016,,104,6,Clinton and Chelsea (CD4),23.3,30,26.7,NO2,375
Annual Average 2016,,105,6,Midtown (CD5),29.2,33.8,31.6,NO2,375
Annual Average 2016,,106,6,Stuyvesant Town and Turtle Bay (CD6),24.1,32,28.4,NO2,375
Annual Average 2016,,107,6,Upper West Side (CD7),21.3,24.6,23.1,NO2,375
Annual Average 2016,,108,6,Upper East Side (CD8),20.5,28.4,24.9,NO2,375
