TimePeriod,,GeoID,GeoRank,Geography,10th percentile ppb,90th percentile ppb,Mean,Indicator,IndicatorID
Winter 2014,15,207,4,East Flatbush - Flatbush,24.6,27,25.7,NO2,375
Winter 2014,15,208,4,Canarsie - Flatlands,19.1,25.5,23.1,NO2,375
Winter 2014,15,209,4,Bensonhurst - Bay Ridge,22.1,26.7,24.9,NO2,375
Winter 2014,15,210,4,Coney Island - Sheepshead Bay,21.8,25.6,24,NO2,375
Winter 2014,15,211,4,Williamsburg - Bushwick,26,27.1,26.6,NO2,375
Winter 2014,15,301,4,Washington Heights,21.2,27.1,24.6,NO2,375
Winter 2014,15,302,4,Central Harlem - Morningside Heights,25.3,28,26.7,NO2,375
Winter 2014,15,303,4,East Harlem,25.2,28.1,27,NO2,375
Winter 2014,15,304,4,Upper West Side,25.7,28.9,27.4,NO2,375
Winter 2014,15,305,4,Upper East Side,25.2,32.2,29.2,NO2,375
Winter 2014,15,306,4,Chelsea - Clinton,28.3,35.9,32.1,NO2,375
Winter 2014,15,307,4,Gramercy Park - Murray Hill,30.5,36.5,33.9,NO2,375
Winter 2014,15,308,4,Greenwich Village - SoHo,28.2,31.6,30.2,NO2,375
Winter 2014,15,309,4,Union Square - Lower East Side,26,32.1,29.1,NO2,375
Winter 2014,15,310,4,Lower Manhattan,28.8,31.6,30.3,NO2,375
Winter 2014,15,401,4,Long Island City - Astoria,24.5,27.4,26.2,NO2,375
Winter 2014,15,402,4,West Queens,24.8,27.4,26.2,NO2,375
Winter 2014,15,403,4,Flushing - Clearview,22.2,25.8,24,NO2,375
Winter 2014,15,404,4,Bayside - Little Neck,19.8,24.9,22.3,NO2,375
Winter 2014,15,405,4,Ridgewood - Forest Hills,21.9,26.9,24.7,NO2,375
Winter 2014,15,406,4,Fresh Meadows,22.3,25.3,24,NO2,375
Winter 2014,15,407,4,Southwest Queens,22.9,25.9,24.5,NO2,375
Winter 2014,15,408,4,Jamaica,22.3,25.6,23.9,NO2,375
Winter 2014,15,409,4,Southeast Queens,21.1,23.9,22.7,NO2,375
Winter 2014,15,410,4,Rockaways,18.4,22.3,20.7,NO2,375
Winter 2014,15,501,4,Port Richmond,20.3,24.2,22.7,NO2,375
Winter 2014,15,502,4,Stapleton - St. George,18.3,23.9,21.3,NO2,375
Winter 2014,15,503,4,Willowbrook,17.5,22.7,19.9,NO2,375
Winter 2014,15,504,4,South Beach - Tottenville,16.2,20.2,18.3,NO2,375
Winter 2014,15,101,3,Kingsbridge - Riverdale,18.6,24.6,21.2,NO2,375
Winter 2014,15,102,3,Northeast Bronx,22,24.6,23.4,NO2,375
Winter 2014,15,103,3,Fordham - Bronx Pk,19.7,25.9,23.3,NO2,375
Winter 2014,15,104,3,Pelham - Throgs Neck,21,26.1,23.7,NO2,375
Winter 2014,15,201,3,Greenpoint,25.3,28.4,26.8,NO2,375
Winter 2014,15,202,3,Downtown - Heights - Slope,25,28.8,27,NO2,375
Winter 2014,15,203,3,Bedford Stuyvesant - Crown Heights,25.5,27.3,26.4,NO2,375
Winter 2014,15,204,3,East New York,22.2,26.7,25,NO2,375
Winter 2014,15,205,3,Sunset Park,21.9,27.9,25.4,NO2,375
Winter 2014,15,206,3,Borough Park,24.8,26.6,25.8,NO2,375
Winter 2014,15,207,3,East Flatbush - Flatbush,24.6,27,25.7,NO2,375
Winter 2014,15,208,3,Canarsie - Flatlands,19.1,25.5,23.1,NO2,375
Winter 2014,15,209,3,Bensonhurst - Bay Ridge,22.1,26.7,24.9,NO2,375
Winter 2014,15,210,3,Coney Island - Sheepshead Bay,21.8,25.6,24,NO2,375
Winter 2014,15,211,3,Williamsburg - Bushwick,26,27.1,26.6,NO2,375
Winter 2014,15,301,3,Washington Heights,21.2,27.1,24.6,NO2,375
Winter 2014,15,302,3,Central Harlem - Morningside Heights,25.3,28,26.7,NO2,375
Winter 2014,15,303,3,East Harlem,25.2,28.1,27,NO2,375
Winter 2014,15,304,3,Upper West Side,25.7,28.9,27.4,NO2,375
Winter 2014,15,401,3,Long Island City - Astoria,24.5,27.4,26.2,NO2,375
Winter 2014,15,402,3,West Queens,24.8,27.4,26.2,NO2,375
Winter 2014,15,403,3,Flushing - Clearview,22.2,25.8,24,NO2,375
Winter 2014,15,405,3,Ridgewood - Forest Hills,21.9,26.9,24.7,NO2,375
Winter 2014,15,407,3,Southwest Queens,23,25.9,24.5,NO2,375
Winter 2014,15,408,3,Jamaica,22.3,25.6,23.9,NO2,375
Winter 2014,15,409,3,Southeast Queens,21.1,23.9,22.7,NO2,375
Winter 2014,15,410,3,Rockaways,18.4,22.3,20.7,NO2,375
Winter 2014,15,305307,3,Upper East Side-Gramercy,27,35.8,31.4,NO2,375
Winter 2014,15,306308,3,Chelsea-Village  ,28.3,35.2,31.5,NO2,375
Winter 2014,15,309310,3,Union Square-Lower Manhattan,26.4,31.8,29.4,NO2,375
Winter 2014,15,404406,3,Bayside Little Neck-Fresh Meadows,20.1,25.1,23,NO2,375
Winter 2014,15,501502,3,Northern SI,18.8,24,21.8,NO2,375
Winter 2014,15,503504,3,Southern SI,16.6,21.4,18.9,NO2,375
Winter 2014,15,105106107,3,South Bronx,23.6,27,25.5,NO2,375
Winter 2014,15,1,1,Bronx,20.8,26.5,23.9,NO2,375
Winter 2014,15,2,1,Brooklyn,22.4,27.3,25.3,NO2,375
Winter 2014,15,3,1,Manhattan,24.7,33.7,28.7,NO2,375
Winter 2014,15,4,1,Queens,21.1,26.6,23.9,NO2,375
Winter 2014,15,5,1,Staten Island,16.9,23.3,19.8,NO2,375
Winter 2014,15,1,0,New York City,19,27.1,23.7,NO2,375
Annual Average 2014,,101,6,Financial District (CD1),26.8,30.7,28.9,NO2,375
Annual Average 2014,,102,6,Greenwich Village and Soho (CD2),25.2,29.9,28.1,NO2,375
Annual Average 2014,,103,6,Lower East Side and Chinatown (CD3),21.9,29.3,25.7,NO2,375
Annual Average 2014,,104,6,Clinton and Chelsea (CD4),24.6,33.9,29.2,NO2,375
Annual Average 2014,,105,6,Midtown (CD5),33.5,40.3,37.1,NO2,375
Annual Average 2014,,106,6,Stuyvesant Town and Turtle Bay (CD6),26.4,37.4,32.2,NO2,375
Annual Average 2014,,107,6,Upper West Side (CD7),23.1,26.7,25.1,NO2,375
Annual Average 2014,,108,6,Upper East Side (CD8),22.3,32.4,27.8,NO2,375
Annual Average 2014,,109,6,Morningside Heights and Hamilton Heights (CD9),21.9,24.8,23.6,NO2,375
Annual Average 2014,,110,6,Central Harlem (CD10),21.9,25.8,24,NO2,375
Annual Average 2014,,111,6,East Harlem (CD11),21.6,25.1,23.6,NO2,375
Annual Average 2014,,112,6,Washington Heights and Inwood (CD12),16.8,23.9,20.6,NO2,375
Annual Average 2014,,201,6,Mott Haven and Melrose (CD1),21.1,23,22.1,NO2,375
Annual Average 2014,,202,6,Hunts Point and Longwood (CD2),18.2,23.3,21,NO2,375
Annual Average 2014,,203,6,Morrisania and Crotona (CD3),19.8,22.8,21.6,NO2,375
Annual Average 2014,,204,6,Highbridge and Concourse (CD4),21.3,24,22.7,NO2,375
Annual Average 2014,,205,6,Fordham and University Heights (CD5),20.8,24.1,22.7,NO2,375
Annual Average 2014,,206,6,Belmont and East Tremont (CD6),19.2,22.8,21.4,NO2,375
Annual Average 2014,,207,6,Kingsbridge Heights and Bedford (CD7),19.1,22.6,20.7,NO2,375
Annual Average 2014,,208,6,Riverdale and Fieldston (CD8),14.4,20.8,17.1,NO2,375
Annual Average 2014,,209,6,Parkchester and Soundview (CD9),16.8,22.6,20.2,NO2,375
Annual Average 2014,,210,6,Throgs Neck and Co-op City (CD10),15.5,21.2,18.5,NO2,375
Annual Average 2014,,211,6,Morris Park and Bronxdale (CD11),18.2,20.5,19.4,NO2,375
Annual Average 2014,,212,6,Williamsbridge and Baychester (CD12),15.7,20,18.3,NO2,375
Annual Average 2014,,301,6,Greenpoint and Williamsburg (CD1),20.8,24.1,22.4,NO2,375
Annual Average 2014,,302,6,Fort Greene and Brooklyn Heights (CD2),21.5,25.6,23.4,NO2,375
Annual Average 2014,,303,6,Bedford Stuyvesant (CD3),21.2,23.2,22.2,NO2,375
Annual Average 2014,,304,6,Bushwick (CD4),18.5,22.5,21.2,NO2,375
Annual Average 2014,,305,6,East New York and Starrett City (CD5),15.8,21.5,19.3,NO2,375
Annual Average 2014,,306,6,Park Slope and Carroll Gardens (CD6),19.5,23.7,22,NO2,375
Annual Average 2014,,307,6,Sunset Park (CD7),16.6,23,20.3,NO2,375
Annual Average 2014,,308,6,Crown Heights and Prospect Heights (CD8),21.2,23.4,22.2,NO2,375
Annual Average 2014,,309,6,South Crown Heights and Lefferts Gardens (CD9),20.7,22.4,21.7,NO2,375
Annual Average 2014,,310,6,Bay Ridge and Dyker Heights (CD10),16.2,21.9,19.6,NO2,375
Annual Average 2014,,311,6,Bensonhurst (CD11),18.3,20.5,19.7,NO2,375
Annual Average 2014,,312,6,Borough Park (CD12),19.2,21.7,20.6,NO2,375
Annual Average 2014,,313,6,Coney Island (CD13),14.3,18.3,16.6,NO2,375
Annual Average 2014,,314,6,Flatbush and Midwood (CD14),18.9,21.5,20,NO2,375
Annual Average 2014,,315,6,Sheepshead Bay (CD15),15.2,19.7,18,NO2,375
Annual Average 2014,,316,6,Brownsville (CD16),20,21.6,20.9,NO2,375
Annual Average 2014,,317,6,East Flatbush (CD17),19,22.1,20.5,NO2,375
Annual Average 2014,,318,6,Flatlands and Canarsie (CD18),12.4,19.8,17.1,NO2,375
Annual Average 2014,,401,6,Long Island City and Astoria (CD1),18.7,23.2,21.2,NO2,375
Annual Average 2014,,402,6,Woodside and Sunnyside (CD2),19.9,23.3,21.9,NO2,375
Annual Average 2014,,403,6,Jackson Heights (CD3),20.3,22.9,21.7,NO2,375
Annual Average 2014,,404,6,Elmhurst and Corona (CD4),21.7,24,22.8,NO2,375
Annual Average 2014,,405,6,Ridgewood and Maspeth (CD5),16.5,22.3,20.1,NO2,375
Annual Average 2014,,406,6,Rego Park and Forest Hills (CD6),18.4,23.4,20.9,NO2,375
Annual Average 2014,,407,6,Flushing and Whitestone (CD7),17.2,21.6,19.4,NO2,375
Annual Average 2014,,408,6,Hillcrest and Fresh Meadows (CD8),16.1,20.6,18.8,NO2,375
Annual Average 2014,,409,6,Kew Gardens and Woodhaven (CD9),18.7,21.3,20.1,NO2,375
Annual Average 2014,,410,6,South Ozone Park and Howard Beach (CD10),16.3,20.3,18.6,NO2,375
Annual Average 2014,,411,6,Bayside and Little Neck (CD11),14.9,20.1,17.8,NO2,375
Annual Average 2014,,412,6,Jamaica and Hollis (CD12),17.5,21.1,18.9,NO2,375
Annual Average 2014,,413,6,Queens Village (CD13),15.8,18.8,17.3,NO2,375
Annual Average 2014,,414,6,Rockaway and Broad Channel (CD14),11.2,15.4,13.7,NO2,375
Annual Average 2014,,501,6,St. George and Stapleton (CD1),14.8,18.8,17.1,NO2,375
Annual Average 2014,,502,6,South Beach and Willowbrook (CD2),11.7,16.7,14,NO2,375
Annual Average 2014,,503,6,Tottenville and Great Kills (CD3),10.4,14.5,12.5,NO2,375
Annual Average 2014,,1,1,Bronx,16.2,22.8,19.8,NO2,375
Annual Average 2014,,2,1,Brooklyn,16.3,22.8,19.9,NO2,375
Annual Average 2014,,3,1,Manhattan,21.1,34.2,26.7,NO2,375
Annual Average 2014,,4,1,Queens,15.3,22.3,18.9,NO2,375
Annual Average 2014,,5,1,Staten Island,11.2,17.9,14.2,NO2,375
Annual Average 2014,,1,0,New York City,13.3,23,18.9,NO2,375
Summer 2014,,101,6,Financial District (CD1),22.9,27.1,25.1,NO2,375
Summer 2014,,102,6,Greenwich Village and Soho (CD2),20.8,26,24,NO2,375
Summer 2014,,103,6,Lower East Side and Chinatown (CD3),17.1,25.2,21.3,NO2,375
Summer 2014,,104,6,Clinton and Chelsea (CD4),20.2,30.7,25.4,NO2,375
Summer 2014,,105,6,Midtown (CD5),30.2,38.1,34.4,NO2,375
Summer 2014,,106,6,Stuyvesant Town and Turtle Bay (CD6),22.1,34.6,28.6,NO2,375
Summer 2014,,107,6,Upper West Side (CD7),18.8,22.6,20.9,NO2,375
Summer 2014,,108,6,Upper East Side (CD8),17.6,28.9,23.6,NO2,375
Summer 2014,,109,6,Morningside Heights and Hamilton Heights (CD9),17.6,20.7,19.3,NO2,375
Summer 2014,,110,6,Central Harlem (CD10),17.6,21.5,19.7,NO2,375
Summer 2014,,111,6,East Harlem (CD11),16.9,20.6,19.1,NO2,375
Summer 2014,,112,6,Washington Heights and Inwood (CD12),12.9,19.8,16.6,NO2,375
Summer 2014,,201,6,Mott Haven and Melrose (CD1),16.3,18.4,17.5,NO2,375
Summer 2014,,202,6,Hunts Point and Longwood (CD2),13.4,18.7,16.3,NO2,375
Summer 2014,,203,6,Morrisania and Crotona (CD3),15.6,18.6,17.3,NO2,375
Summer 2014,,204,6,Highbridge and Concourse (CD4),17,19.9,18.5,NO2,375
Summer 2014,,205,6,Fordham and University Heights (CD5),16.8,20.2,18.8,NO2,375
Summer 2014,,206,6,Belmont and East Tremont (CD6),15.2,18.8,17.3,NO2,375
Summer 2014,,207,6,Kingsbridge Heights and Bedford (CD7),15.4,19,17.1,NO2,375
Summer 2014,,208,6,Riverdale and Fieldston (CD8),10.9,17.1,13.6,NO2,375
Summer 2014,,209,6,Parkchester and Soundview (CD9),12.1,18.3,15.8,NO2,375
Summer 2014,,210,6,Throgs Neck and Co-op City (CD10),11,17.1,14.3,NO2,375
Summer 2014,,211,6,Morris Park and Bronxdale (CD11),14.3,16.5,15.4,NO2,375
Summer 2014,,212,6,Williamsbridge and Baychester (CD12),12.1,16.4,14.8,NO2,375
Summer 2014,,301,6,Greenpoint and Williamsburg (CD1),15.6,19.1,17.3,NO2,375
Summer 2014,,302,6,Fort Greene and Brooklyn Heights (CD2),16.7,21,18.6,NO2,375
Summer 2014,,303,6,Bedford Stuyvesant (CD3),16,18.1,17.1,NO2,375
Summer 2014,,304,6,Bushwick (CD4),12.9,17.3,15.9,NO2,375
Summer 2014,,305,6,East New York and Starrett City (CD5),10,15.9,13.7,NO2,375
Summer 2014,,306,6,Park Slope and Carroll Gardens (CD6),14.5,18.9,17.1,NO2,375
Summer 2014,,307,6,Sunset Park (CD7),11.4,18.1,15.3,NO2,375
Summer 2014,,308,6,Crown Heights and Prospect Heights (CD8),16,18.3,17.1,NO2,375
Summer 2014,,309,6,South Crown Heights and Lefferts Gardens (CD9),15.4,17.3,16.4,NO2,375
Summer 2014,,310,6,Bay Ridge and Dyker Heights (CD10),10.9,16.9,14.5,NO2,375
Summer 2014,,311,6,Bensonhurst (CD11),12.7,15.2,14.2,NO2,375
Summer 2014,,312,6,Borough Park (CD12),13.8,16.6,15.4,NO2,375
Summer 2014,,313,6,Coney Island (CD13),8.4,12.5,10.7,NO2,375
Summer 2014,,314,6,Flatbush and Midwood (CD14),13.4,16.2,14.6,NO2,375
Summer 2014,,315,6,Sheepshead Bay (CD15),9,14,12.1,NO2,375
Summer 2014,,316,6,Brownsville (CD16),14.5,16.2,15.5,NO2,375
Summer 2014,,317,6,East Flatbush (CD17),13.5,16.8,15,NO2,375
Summer 2014,,318,6,Flatlands and Canarsie (CD18),6.3,14.1,11.2,NO2,375
Summer 2014,,401,6,Long Island City and Astoria (CD1),13.5,18.1,16.1,NO2,375
Summer 2014,,402,6,Woodside and Sunnyside (CD2),14.6,18.2,16.7,NO2,375
Summer 2014,,403,6,Jackson Heights (CD3),15.1,17.9,16.6,NO2,375
Summer 2014,,404,6,Elmhurst and Corona (CD4),16.4,18.9,17.6,NO2,375
Summer 2014,,405,6,Ridgewood and Maspeth (CD5),10.9,17,14.6,NO2,375
Summer 2014,,406,6,Rego Park and Forest Hills (CD6),13.1,18.4,15.6,NO2,375
Summer 2014,,407,6,Flushing and Whitestone (CD7),12.3,16.6,14.5,NO2,375
Summer 2014,,408,6,Hillcrest and Fresh Meadows (CD8),11,15.4,13.7,NO2,375
Summer 2014,,409,6,Kew Gardens and Woodhaven (CD9),13.3,15.8,14.6,NO2,375
Summer 2014,,410,6,South Ozone Park and Howard Beach (CD10),10.5,14.7,12.9,NO2,375
Summer 2014,,411,6,Bayside and Little Neck (CD11),10.2,15.3,13,NO2,375
Summer 2014,,412,6,Jamaica and Hollis (CD12),12.1,15.8,13.6,NO2,375
Summer 2014,,413,6,Queens Village (CD13),10.6,13.8,12.1,NO2,375
Summer 2014,,414,6,Rockaway and Broad Channel (CD14),4.8,9.1,7.3,NO2,375
Summer 2014,,501,6,St. George and Stapleton (CD1),10.2,14.4,12.5,NO2,375
Summer 2014,,502,6,South Beach and Willowbrook (CD2),6.6,11.9,9.2,NO2,375
Summer 2014,,503,6,Tottenville and Great Kills (CD3),5,9.4,7.3,NO2,375
Summer 2014,,1,1,Bronx,12.2,18.6,15.8,NO2,375
Summer 2014,,2,1,Brooklyn,10.5,17.8,14.5,NO2,375
Summer 2014,,3,1,Manhattan,16.8,31,22.7,NO2,375
Summer 2014,,4,1,Queens,10,17.2,13.7,NO2,375
Summer 2014,,5,1,Staten Island,6.1,13.2,9.3,NO2,375
Summer 2014,,1,0,New York City,8,18.2,13.9,NO2,375
Winter 2013,14,101,6,Financial District (CD1),32.8,36.1,34.5,NO2,375
Winter 2013,14,102,6,Greenwich Village and Soho (CD2),31.5,35.6,34,NO2,375
Winter 2013,14,103,6,Lower East Side and Chinatown (CD3),29,35.3,32.2,NO2,375
Winter 2013,14,104,6,Clinton and Chelsea (CD4),30.9,38.6,34.8,NO2,375
Winter 2013,14,105,6,Midtown (CD5),38.1,43.6,41,NO2,375
Winter 2013,14,106,6,Stuyvesant Town and Turtle Bay (CD6),32.6,41.5,37.4,NO2,375
Winter 2013,14,107,6,Upper West Side (CD7),29.1,32.5,31,NO2,375
Winter 2013,14,108,6,Upper East Side (CD8),28.9,37.4,33.5,NO2,375
Winter 2013,14,109,6,Morningside Heights and Hamilton Heights (CD9),28,30.7,29.5,NO2,375
Winter 2013,14,110,6,Central Harlem (CD10),28,31.6,30,NO2,375
Winter 2013,14,111,6,East Harlem (CD11),28.2,31.4,30.1,NO2,375
Winter 2013,14,112,6,Washington Heights and Inwood (CD12),22.4,29.6,26.3,NO2,375
Winter 2013,14,201,6,Mott Haven and Melrose (CD1),27.8,29.6,28.7,NO2,375
Winter 2013,14,202,6,Hunts Point and Longwood (CD2),25.3,29.8,27.8,NO2,375
Winter 2013,14,203,6,Morrisania and Crotona (CD3),26,29,27.8,NO2,375
Winter 2013,14,204,6,Highbridge and Concourse (CD4),27.4,29.9,28.7,NO2,375
Winter 2013,14,205,6,Fordham and University Heights (CD5),26.6,29.9,28.4,NO2,375
Winter 2013,14,206,6,Belmont and East Tremont (CD6),25.2,28.8,27.3,NO2,375
Winter 2013,14,207,6,Kingsbridge Heights and Bedford (CD7),24.5,28,26.2,NO2,375
Winter 2013,14,208,6,Riverdale and Fieldston (CD8),19.6,26.2,22.4,NO2,375
Winter 2013,14,209,6,Parkchester and Soundview (CD9),23.8,29.1,26.8,NO2,375
Winter 2013,14,210,6,Throgs Neck and Co-op City (CD10),22.3,27.5,25.1,NO2,375
Winter 2013,14,211,6,Morris Park and Bronxdale (CD11),24.3,26.6,25.4,NO2,375
Winter 2013,14,212,6,Williamsbridge and Baychester (CD12),21.1,25.6,23.8,NO2,375
Winter 2013,14,301,6,Greenpoint and Williamsburg (CD1),28.5,31.4,29.9,NO2,375
Winter 2013,14,302,6,Fort Greene and Brooklyn Heights (CD2),28.7,32.4,30.5,NO2,375
Winter 2013,14,303,6,Bedford Stuyvesant (CD3),28.9,30.6,29.8,NO2,375
Winter 2013,14,304,6,Bushwick (CD4),26.5,30.1,29,NO2,375
Winter 2013,14,305,6,East New York and Starrett City (CD5),24.1,29.6,27.5,NO2,375
Winter 2013,14,306,6,Park Slope and Carroll Gardens (CD6),26.9,30.9,29.3,NO2,375
Winter 2013,14,307,6,Sunset Park (CD7),24.1,30.4,27.8,NO2,375
Winter 2013,14,308,6,Crown Heights and Prospect Heights (CD8),28.9,30.7,29.8,NO2,375
Winter 2013,14,309,6,South Crown Heights and Lefferts Gardens (CD9),28.4,30,29.3,NO2,375
Winter 2013,14,310,6,Bay Ridge and Dyker Heights (CD10),24.1,29.4,27.2,NO2,375
Winter 2013,14,311,6,Bensonhurst (CD11),26.3,28.3,27.6,NO2,375
Winter 2013,14,312,6,Borough Park (CD12),27.1,29.2,28.3,NO2,375
Winter 2013,14,313,6,Coney Island (CD13),22.7,26.5,24.9,NO2,375
Winter 2013,14,314,6,Flatbush and Midwood (CD14),26.8,29.1,27.8,NO2,375
Winter 2013,14,315,6,Sheepshead Bay (CD15),23.8,27.8,26.2,NO2,375
Winter 2013,14,316,6,Brownsville (CD16),27.9,29.5,28.8,NO2,375
Winter 2013,14,317,6,East Flatbush (CD17),27,29.9,28.4,NO2,375
Winter 2013,14,318,6,Flatlands and Canarsie (CD18),21.1,27.9,25.4,NO2,375
Winter 2013,14,401,6,Long Island City and Astoria (CD1),26,30.4,28.5,NO2,375
Winter 2013,14,402,6,Woodside and Sunnyside (CD2),27.6,30.8,29.5,NO2,375
Winter 2013,14,403,6,Jackson Heights (CD3),27.9,30.3,29.3,NO2,375
Winter 2013,14,404,6,Elmhurst and Corona (CD4),29.4,31.7,30.4,NO2,375
Winter 2013,14,405,6,Ridgewood and Maspeth (CD5),24.7,30.2,28,NO2,375
Winter 2013,14,406,6,Rego Park and Forest Hills (CD6),26.3,31,28.7,NO2,375
Winter 2013,14,407,6,Flushing and Whitestone (CD7),24.7,29.2,26.9,NO2,375
Winter 2013,14,408,6,Hillcrest and Fresh Meadows (CD8),24,28.4,26.7,NO2,375
Winter 2013,14,409,6,Kew Gardens and Woodhaven (CD9),26.7,29.4,28.2,NO2,375
Winter 2013,14,410,6,South Ozone Park and Howard Beach (CD10),24.8,28.4,26.9,NO2,375
Winter 2013,14,411,6,Bayside and Little Neck (CD11),22.5,27.8,25.4,NO2,375
Winter 2013,14,412,6,Jamaica and Hollis (CD12),25.7,29,27,NO2,375
Winter 2013,14,413,6,Queens Village (CD13),23.8,26.8,25.4,NO2,375
Winter 2013,14,414,6,Rockaway and Broad Channel (CD14),20.1,24.3,22.6,NO2,375
Winter 2013,14,501,6,St. George and Stapleton (CD1),22,25.9,24.3,NO2,375
Winter 2013,14,502,6,South Beach and Willowbrook (CD2),19.3,24.1,21.5,NO2,375
Winter 2013,14,503,6,Tottenville and Great Kills (CD3),18.6,22.4,20.6,NO2,375
Winter 2013,14,1,1,Bronx,22.4,29,25.9,NO2,375
Winter 2013,14,2,1,Brooklyn,24.5,30.2,27.8,NO2,375
Winter 2013,14,3,1,Manhattan,27.3,38.9,32.4,NO2,375
Winter 2013,14,4,1,Queens,23.6,29.9,26.8,NO2,375
Winter 2013,14,5,1,Staten Island,19.1,25.1,21.8,NO2,375
Winter 2013,14,1,0,New York City,21,30.2,26.3,NO2,375
Annual Average 2013,,101,6,Financial District (CD1),28.1,32.1,30.3,NO2,375
Annual Average 2013,,102,6,Greenwich Village and Soho (CD2),26.3,31.1,29.3,NO2,375
Annual Average 2013,,103,6,Lower East Side and Chinatown (CD3),22.6,30.4,26.6,NO2,375
Annual Average 2013,,104,6,Clinton and Chelsea (CD4),25.8,35.5,30.6,NO2,375
Annual Average 2013,,105,6,Midtown (CD5),34.9,42.1,38.7,NO2,375
Annual Average 2013,,106,6,Stuyvesant Town and Turtle Bay (CD6),27.3,38.9,33.4,NO2,375
Annual Average 2013,,107,6,Upper West Side (CD7),24.5,28,26.5,NO2,375
Annual Average 2013,,108,6,Upper East Side (CD8),22.9,33.6,28.7,NO2,375
Annual Average 2013,,109,6,Morningside Heights and Hamilton Heights (CD9),23.7,26.5,25.2,NO2,375
Annual Average 2013,,110,6,Central Harlem (CD10),23.4,27.3,25.4,NO2,375
Annual Average 2013,,111,6,East Harlem (CD11),22.5,26.1,24.7,NO2,375
Annual Average 2013,,112,6,Washington Heights and Inwood (CD12),18.3,25.7,22.2,NO2,375
Annual Average 2013,,201,6,Mott Haven and Melrose (CD1),21.7,23.9,22.9,NO2,375
Annual Average 2013,,202,6,Hunts Point and Longwood (CD2),18.1,23.7,21.3,NO2,375
Annual Average 2013,,203,6,Morrisania and Crotona (CD3),20.5,23.8,22.3,NO2,375
Annual Average 2013,,204,6,Highbridge and Concourse (CD4),22.6,25.3,24,NO2,375
Annual Average 2013,,205,6,Fordham and University Heights (CD5),22.1,25.3,23.9,NO2,375
Annual Average 2013,,206,6,Belmont and East Tremont (CD6),19.6,23.5,21.9,NO2,375
Annual Average 2013,,207,6,Kingsbridge Heights and Bedford (CD7),19.5,23.6,21.5,NO2,375
Annual Average 2013,,208,6,Riverdale and Fieldston (CD8),15.5,21.8,18.2,NO2,375
Annual Average 2013,,209,6,Parkchester and Soundview (CD9),16.3,22.4,19.9,NO2,375
Annual Average 2013,,210,6,Throgs Neck and Co-op City (CD10),14.2,20.2,17.4,NO2,375
Annual Average 2013,,211,6,Morris Park and Bronxdale (CD11),17.6,20.3,19,NO2,375
Annual Average 2013,,212,6,Williamsbridge and Baychester (CD12),15.6,19.6,18,NO2,375
Annual Average 2013,,301,6,Greenpoint and Williamsburg (CD1),21.2,24.7,22.9,NO2,375
Annual Average 2013,,302,6,Fort Greene and Brooklyn Heights (CD2),22.3,26.5,24.2,NO2,375
Annual Average 2013,,303,6,Bedford Stuyvesant (CD3),21.8,23.8,22.8,NO2,375
Annual Average 2013,,304,6,Bushwick (CD4),18.9,23,21.7,NO2,375
Annual Average 2013,,305,6,East New York and Starrett City (CD5),16.1,21.9,19.8,NO2,375
Annual Average 2013,,306,6,Park Slope and Carroll Gardens (CD6),20.2,24.5,22.7,NO2,375
Annual Average 2013,,307,6,Sunset Park (CD7),16.9,23.5,20.7,NO2,375
Annual Average 2013,,308,6,Crown Heights and Prospect Heights (CD8),21.8,24,22.8,NO2,375
Annual Average 2013,,309,6,South Crown Heights and Lefferts Gardens (CD9),21.1,22.9,22.1,NO2,375
Annual Average 2013,,310,6,Bay Ridge and Dyker Heights (CD10),15.7,21.9,19.5,NO2,375
Annual Average 2013,,311,6,Bensonhurst (CD11),17.3,20.1,19,NO2,375
Annual Average 2013,,312,6,Borough Park (CD12),18.8,21.8,20.5,NO2,375
Annual Average 2013,,313,6,Coney Island (CD13),12.7,17,15.1,NO2,375
Annual Average 2013,,314,6,Flatbush and Midwood (CD14),18.6,21.7,19.8,NO2,375
Annual Average 2013,,315,6,Sheepshead Bay (CD15),13.7,18.8,16.8,NO2,375
Annual Average 2013,,316,6,Brownsville (CD16),20.4,22.1,21.4,NO2,375
Annual Average 2013,,317,6,East Flatbush (CD17),19,22.4,20.7,NO2,375
Annual Average 2013,,318,6,Flatlands and Canarsie (CD18),11.4,19.7,16.7,NO2,375
Annual Average 2013,,401,6,Long Island City and Astoria (CD1),18.7,23.4,21.4,NO2,375
Annual Average 2013,,402,6,Woodside and Sunnyside (CD2),20.1,23.5,22.1,NO2,375
Annual Average 2013,,403,6,Jackson Heights (CD3),20,23,21.6,NO2,375
Annual Average 2013,,404,6,Elmhurst and Corona (CD4),21.6,24.1,22.8,NO2,375
Annual Average 2013,,405,6,Ridgewood and Maspeth (CD5),16.9,22.7,20.4,NO2,375
Annual Average 2013,,406,6,Rego Park and Forest Hills (CD6),18.6,23.6,21.1,NO2,375
Annual Average 2013,,407,6,Flushing and Whitestone (CD7),16.4,21.2,18.7,NO2,375
Annual Average 2013,,408,6,Hillcrest and Fresh Meadows (CD8),15.7,20.6,18.7,NO2,375
Annual Average 2013,,409,6,Kew Gardens and Woodhaven (CD9),19.1,21.8,20.6,NO2,375
Annual Average 2013,,410,6,South Ozone Park and Howard Beach (CD10),16.6,20.8,19,NO2,375
